V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0.6375535237348944,-0.3262607306854305,0.2928373285354285,-0.06960741473946311,-0.09408697494294856,0.7421559086812897,0.02238748439814644,-0.19424058565124686,0.48789154618262104,0.3078799435450467,-0.01415105132007995,0.4372662743677178,-1.7558170776336677,0.528992348528188,0.2960402011421112,-0.15517270816604806,0.0766780116011351,-0.06199468152007801,1.0618986626705211,0.26170429192384786,-0.33360645568629144,0.3227154148992475,0.7569128801591326,0.17269026164348922,-2.663727811203409,-1.2861329861185509,0.20693000843284315,-0.1359829559412775,-0.032334633856149035
0.05721404751468659,-0.08377085492420873,0.5569096533452179,-0.3966126773640819,0.2260384539012678,0.09516871551428244,0.31369285102641875,-0.2477736762024983,0.24157103072056896,0.4882466889963173,-0.34160018402645803,-0.12679992436302706,-0.8337001436747856,-0.11425193650771773,0.14190311289673155,-0.050461652525646335,-0.4607898454858477,-0.4473094852327781,-0.7880308262910011,-0.3819710637913339,0.3525650340986333,-0.6726701599923316,-0.18380471323712685,0.5116139154456492,-0.04407044250469784,-1.157701373164202,-1.2420165166011101,-1.9565052274345558,-0.2986141281484335
0.3607941722916807,-1.626418676224794,0.4954980634497558,-0.4762302190649572,0.06262111284556142,0.6434392091828172,0.649575982078522,-0.034959951830287835,0.7121162996939137,0.27107513561069185,-0.2750223481224742,0.7614776536711793,0.16143038565874698,0.3239726010959658,-0.8324827966373085,0.4242040496576369,0.3166988167770927,0.4749944383795693,-0.05527587844912543,2.108766341680459,0.1327324480207375,-0.4754936315655451,-0.9113747001618197,0.08460830962139143,0.2444846357640939,1.0192341876189388,0.0957923717864566,0.8426533913026324,4.942427728460924
-0.4212873592141975,-2.47272289311219,0.6975752042428468,-0.3920277481305159,1.4179198088139555,-1.9839473452981962,-0.1403187000008009,0.17519065697780986,0.7931683061565812,0.3423992246110228,-0.4441195544816124,0.8707399162567081,0.23079403239448004,0.3953701046007028,-1.2902716657488384,0.4656095964438714,0.3193429603122123,0.4951308793983349,-0.2768581537064725,1.860554721425872,0.1322529556420277,-0.4491970670283014,-0.1840913202360209,0.05083811759372092,0.28736656073395145,0.8053300191790834,0.4731879947501895,-2.070025102934854,-0.40258324528130257
0.7522670214849743,-0.5451880096332651,0.7075319582399635,-0.7393942113165193,0.30153187191045466,-0.01889125993426936,0.4318668146354221,0.006936012387998618,0.5824885657529225,0.4987568586386805,-0.0890839126413804,0.5042692216772842,-1.8267458099659384,0.5878524861910314,0.6398741904659659,0.46531800704927295,0.22896235833432696,0.5168921992729596,-0.2939869952356205,-0.111243961113924,-0.04053781942611679,0.1042987943264652,-0.0849467810336926,0.8022323497349977,0.8407234922907559,-0.5999115692748117,0.2980446439988215,0.41211330751902425,-0.4521499174027868
-0.5142792910381008,-1.9683996605935543,0.23480334225506036,-1.1628357373341631,-0.03655580636833745,0.03562871122657297,0.5001549717322237,0.1067310547590986,0.362922205676732,0.4600703804385883,-1.3661333408295318,0.4249419748355369,-0.11923308998743305,0.775333574063931,0.9687139896385278,1.2908654534156994,0.3902509902836176,0.1514947632044632,-0.3736495496290439,-1.1940439415852493,-0.07171322085101205,-0.06135068835434816,-1.9336162511603872,-0.5534788840450982,-0.4145407691819572,-0.8311818338539122,-0.09506974631460244,-1.9818883119901816,0.7682197684332497
0.2296908790065051,-0.9302865683148854,0.8124487204489521,-0.2602707160785852,0.719662180186861,0.04377739821047802,0.056058559980468436,0.008046405824771374,0.3997923631290678,0.4955172004997707,0.4636148995962884,0.20322721021892634,-0.4958665970755191,0.1728070688994092,1.0179742470080304,-0.7123277417220023,-0.4093577558309857,-0.7311857823773612,1.2467878103436232,-0.2621736080170564,-0.08078064908520015,0.09252163104658973,-0.5667598268709265,-0.2932091996885264,-0.6414565189396797,-0.7091351823398994,0.5056851531447465,-0.9312249699490788,-0.4535538514675967
0.11756776488695815,-0.7096593340451876,0.7253830856560445,-0.07761570589723389,0.023643562092192264,1.4214420551627367,0.508257522838271,0.01326501832674418,-0.06864028543468984,0.43465665202672493,0.38820533641340144,0.04713345682891477,-0.2402825896064638,0.17540341463703746,1.002707174045661,-0.2418211857534867,-0.5421348326736594,-0.5210630939115695,-0.04823957335393318,-0.7647787657771353,-0.034823070173541665,0.9264474361981622,0.687962630054027,-0.3861152706948802,-0.045397030659921234,0.3900411081074749,0.5754395991858086,-1.3703617962686805,1.297112929181926
0.2974773517602181,-0.6858077767741895,0.7943897635964063,-1.0591366729767422,0.36996618738246106,0.6823113705498772,0.5680980106693521,-0.12038981800458395,0.9928943068400264,0.6900088989274871,-0.7047095447693308,0.5222662696810951,0.7511563859792592,0.14473976636997907,1.4603119467521954,0.21825531113641414,0.258900996267115,0.08422615244115496,0.5620366147153274,-0.3562596947294868,-0.10170163762893802,0.3998292300392111,0.1363540669437686,-0.7708358636833834,-0.271425501256018,2.3930295083722437,-0.972025055658166,1.3636361033856272,-0.08077035909209182
0.4795255994626033,-0.494214834801931,1.0425043354026569,-0.7856617753023345,0.4890448098689433,1.2909630094338311,0.6224333890649341,-0.0880417391996503,0.8197888375923869,1.195017102718703,-0.3773622701302274,0.8478867764848274,-0.6101149824745216,0.8281462380240352,-0.4145244175455304,0.2192087647613084,0.39697356741801976,-0.09637157288451934,0.07442360927896728,0.030091615016155825,-0.09866381730936476,0.321437135372398,-0.025278461488811632,-0.28773199960541224,-0.6519995071785409,1.995103653990788,-0.8166036013344422,-0.8523897938689211,-0.402349256270501
